"idarticle","abstract","title","publisher","active","year"
"85033604891","UV filters (UV-Fs) constitute a heterogeneous group of chemicals used as protection against the effects of UV radiation, widely used in all sort of goods and ubiquitous in the environment. The presence of these chemicals in fish is a matter of concern, because many UV-Fs display hormonal activity. In this study, muscle, gills, and liver from 11 Mugil liza individuals from the highly urbanized Guanabara Bay (Rio de Janeiro, Brazil) were analysed in order to detect eight UV-Fs and metabolites (4-dihydroxybenzophenone [BP1] (2-hydroxy-4-methoxybenzophenone [BP3], 4-methylbenzylidiene camphor [4MBC], ethylhexyl methoxycinnamate [EHMC], ethylhexyl dimethyl p-aminobenzoic acid [ODPABA], octocrylene [OC], 4-hydroxybenzophenone [4HB], and 4,4′-dihydroxybenzophenone [4DHB]) using liquid chromatography-tandem mass spectrometry (HPLC-MS/MS). Results showed that both target UV-Fs and metabolites were ubiquitous in the analysed tissues. Lower concentrations were observed in muscle and gills (3.07–31.6 ng g− 1 dry weight (dw)), whereas in liver significant amounts of metabolites (5.47–451 ng g− 1 dw) were present. With the concentrations determined in the fish, an estimation of the daily intake revealed that consumption of muscle in the diet represent from 0.3 to 15.2 ng UV-Fs (kg body weight− 1) d− 1, higher than those reported in fish for selected persistent organic pollutants (POPs). © 2017 Elsevier B.V.","Occurrence of organic UV filters and metabolites in lebranche mullet (Mugil liza) from Brazil","Elsevier B.V.",True,"2018"
"25054779","The views of engineering executives of six major international oil companies on the role of new technology in helping offshore operating companies meet demanding technical and economic challenges are presented. The companies are BP, Chevron, Elf Aquitaine, Mobil, Petrobras and Shell. The top ten technical advances of the 1980s are listed. Companies' views on the future needs of offshore operations are also summarized. (D.W.T.)","How six oil companies rank offshore technical advances",NULL,True,"1990"
"85085778651","In the Peregrino field, located in the Campos Basin offshore Brazil, the operator adopted the use of water-based drilling fluids for drilling development wells due to rig limitations. In the 12 ¼-in. sections of several wells drilled in this field, high dispersion of shale minerals suffered by the drilling fluid caused increments of viscosity, which subsequently affected the drilling process through higher-than-expected circulation pressures, dilution rates, and costs. Although the wells have been drilled within the estimated times and budgets, an improvement in the fluid inhibition capability was initiated. A detailed laboratory effort was conducted to obtain a combination of inhibitors capable of controlling excessive clay dispersion, minimizing fluid rock interaction, and reducing dilution requirements while helping to ensure an adequate rheological profile throughout the interval. Laboratory validation of the interaction between the fluid and rock samples provided a better understanding of the inhibition mechanisms and helped ensure that stability of the reactive minerals drilled could be maintained. Various additives were tested against samples of commercial-reactive and field-reactive clays. Product concentrations were adjusted to reduce the interaction between the drilling fluid and the formation while helping to ensure that fluid capabilities, such as cuttings suspension, filtration control, and bridging, were maintained. An adequate environmental profile to enable safe disposal of fluid in compliance with local environmental regulations was also obtained. After identifying an adequate solution, a detailed utilization plan was developed and put in place. To aid proper deployment while drilling, specific mixing procedures at the support liquid mud plant, transportation vessels, and at the rig site were determined. The next step was to assign a candidate well for the application - an Extended Reach Well (ERW) with step-out ratio of 2.9. While drilling the 12-¼-in. section of the pilot well with the proposed fluid technology, a significant improvement was observed on cuttings integrity, which led to a reduction in the required volume of dilution and a subsequent drilling fluids cost reduction Also, better hole quality and reduced operational risks were obtained. The well was safely drilled with a 76° sail inclination, 7938 meters of Measured Depth (MD) and 2368 meters of True Vertical Depth (TVD), and lessons learned from the first utilization of the described fluid system were implemented on subsequent wells to continue obtaining the benefits of the new fluid formulation. High Performance Water Based Drilling Fluids (HPWBDF) are not new and are thought by most to be a mature technology. However, advancements in water-based drilling fluid additives have enabled these systems to mimic the performance of non-aqueous systems more closely. This paper discusses how understanding the chemistry of the formations to be drilled and customizing chemical additive blends for those formations can help to improve operational efficiency and minimize costs. © Copyright 2019, Offshore Technology Conference","Customized high-performance water-based drilling fluid helps improve drilling efficiency in extended-reach wells on the peregrino field","Offshore Technology Conference",True,"2020"
"79959789184","Lankhorst Ropes will supply a synthetic high modulus polyethylene (HMPE) mooring rope, the Gama 98 rope construction, to Brazilian oil and gas producer Petrobras, which is developed by the company specifically for deepwater mooring and used on a number of major deepwater projects in the Gulf of Mexico (GoM). This will be the first time the 630-metric-ton minimum breaking load (MBL) rope with Dyneema, comprising 12 sub-ropes of SK78 yarn, has been used for mobile offshore drilling units (MODU) mooring. HMPE is a stiffer yarn than polyester and so its elasticity is significantly less, making it more riser friendly. Although HMPE's creep performance prevents its use for permanent deepwater mooring, it is believed that a polyester/HMPE hybrid mooring system offers the best permanent mooring solution beyond 6,500 ft. The principle benefit of hybrid PE/HMPE ropes is the ability for the mooring system designer to engineer the mooring line's stiffness and use the lengths of polyester and HMPE segments to provide the stiffness needed to handle peak loads during station-keeping.","Hybrid systems to change the shape of deepwater mooring lines",NULL,True,"2011"
"85085778412","The definition of Reservoir Rock Types (RRT) is a key challenge in the evaluation and characterization of carbonate reservoirs, and this step is critical as the RRT's define the building blocks for constructing 3D models, as RRT definition links to static and dynamic reservoir properties. This paper describes an innovative and synergetic rock typing process linking geology and petrophysical properties, with a customization of the Flow Zone Indicator (FZI) method to identify RRT's and characterize the heterogeneous oil-bearing Pre-salt carbonates of the Santos Basin, Brazil offshore. A data set of 448 MICP from the Pre-Salt carbonates of Barra Velha Formation was used to build the FZI-RRT model. The optimal number of RRTs, five in total, is determined by using an unsupervised neural network with capillary pressure parameters as inputs, permeability, effective porosity and water saturation. The five classes are delineated by FZI values at 10% porosity and key permeability values, chosen for reasons due flow properties at the core and log scale and suitability in EOR treatments. The five RRTs define a unique permeability/porosity equation that can be propagated to the full core dataset and to the log domain. An ID card for each RRT is then created with specific static and dynamic properties (porosity, permeability, water saturation, relative permeability) that can be used for 3D reservoir modeling. © Copyright 2019, Offshore Technology Conference","Identifying reservoir rock types using a modified FZI technique in the Brazilian pre-salt","Offshore Technology Conference",True,"2020"
"85068049608","The conditions under which lead firms will invest in upgrading suppliers occupy center stage in the debates about how global value chains (GVCs) affect development and what room is left for governments to adopt industrial policies. In a key industry for developing economies, oil and gas (O&G), the maps of oil production and value chain have been redrawn by the growth of production from high-cost resources, which means that an increasing share of the value of oil production is to be found in the supply of capital goods and services rather than in the ownership of the land. This has opened up new possibilities for industrial policy in the form of local-content requirements, regulations through which governments influence how lead firms (oil companies) structure their supply chain. This chapter analyzes the conditions under which local-content regulations can lead to domestic supplier upgrading and characterizes the value chain of O&G. Empirical support is provided by a deep case study of Brazil, a country that is rich in technically complex and costly deep-offshore oil and that has adopted policies to promote its supply industry. Based on analyses of an industry where local firms were pushed towards diversification in a new chain (shipbuilding), data from more than 23,000 contracts of Petrobras, and audit reports of local-content compliance, this chapter shows that, consistent with theoretical expectations, new local suppliers required high monitoring costs and struggled to reach international productivity levels, partly because Brazil’s policy requirements have been set too far beyond the capacity of the domestic industry. Together, the findings also highlight the sustainability challenges of pursuing an industrial policy dependent on a single lead firm (Petrobras), with captive governance of the supply chain, and in a context of political rent seeking. © 2019 selection and editorial matter, Elisabeth B. Reynolds, Ben Ross Schneider and Ezequiel Zylberberg; individual chapters, the contributors.","Resource-led industrial development in the oil and gas global value chain: The case of Brazil","Taylor and Francis",True,"2019"
"85097539519","This paper focuses on solutions and strategies for conserving weight and space, reducing emissions, and leveraging data to optimize the performance of rotating equipment on floating, production, storage, and offloading (FPSO) vessels. It discusses design considerations for gas turbines in offshore applications (i.e., dry-low emissions technology, use of lightweight components, etc.) The paper also outlines a holistic digital lifecycle approach to FPSO topsides, which can help reduce capital and operating expenses, shorten project development cycles, and decrease offshore manpower requirements. For illustrative purposes, the paper discusses specific power and compression solutions that were implemented on various offshore projects in 2017 - 2018, ranging from Offshore Brazil to the Bering Sea. It outlines how the equipment configurations helped operators meet horsepower requirements and emissions targets, as well as CAPEX and OPEX objectives. Additionally, the paper discusses how digital transformation can be leveraged to optimize FPSO lifecycle performance, delivering benefits such as 4-12 week reduction in project cycle times, ~$7 million reduction in CAPEX, and $60 - $100 million reduction in OPEX over a 10-year period. Copyright © 2020, Society of Petroleum Engineers","FPSO 4.0: Powering deepwater production and optimizing the lifecycle performance of offshore rotating equipment packages","Society of Petroleum Engineers",True,"2020"
"85051633827","Exploration in the Cear basin, on the south-western part of the Equatorial Margin of Brazil, commenced in the early 1970s. Several moderate size fields such as Xar u, Curim , Atum, and Espada fields, with URR volume of around 200 MM BOE, were discovered on the shelf and are producing to this day. Exploration in the deep water part of the basin has been sparse (only 5 wells in water depth greater than 1000 m to date) with some success but, most importantly, de-risked the working petroleum system. With significant part of the deep water acreage licensed to operators in the 11th bid round in 2013, the basin is now embarking on a new exciting phase of exploration. Cear basin sedimentary fill is divided into three mega-sequences: syn-rift, transitional and drift. The basin is blessed with world-class source rocks of Aptian to Turonian age developed within all three main megasequences. The Transitional megasequence contains both the source rocks and the reservoirs. This play was tested by the Pecem discovery in 2012 by Petrobras on the flank of a large structural high. Reservoir quality and connectivity remain the main uncertainty for this play. Other plays include a structural play with reservoirs in the syn-rift sandstones (Munda formation), and the Upper Cretaceous turbidite slope channel/canyons. In addition, in the outboard blocks onlap wedge plays in the Transitional early lower part of the drift megasequence have been identified. These plays could be analogous to the successfully tested plays on the conjugate margin in West Africa. Premier Oil plc (Premier) and partner CEPSA have won two exploration licenses (Blocks CE-M-717 and CE-M-665) in the 11th bid round and are now the dominant acreage holders in Cear basin. The Premier JV has reprocessed two existing 3D surveys resulting in an improved definition of both the syn-rift and drift section and imaging of new prospects and leads. A multi-client 3D survey using broadband technology is planned for 2015 which is expected to result in a superior seismic image in time for impacting the exploration drilling programme in 2017. Copyright 2015, Offshore Technology Conference.","Prospective drift and rift plays in cear basin, Brazilian equatorial margin - The awakening of a giant?","Offshore Technology Conference",True,"2015"
"24050293","The world's largest semi-submersible crane vessel, the Micoperi 7000, was completed in September 1987. After sea trials, it was delivered to owner/operator Micoperi S. p. A. of Milan in December, and immediately left for its first construction job in Petrobras' Campos basin, offshore Brazil. In its first six months of operation, the vessel has completed its assigned tasks of platform jacket and integrated deck transport and installation as expected, including a record lift for a single revolving crane of 5700 metric tons. And it has met an unexpected challenge in helping Petrobras control the April 24 blowout and fire on Enchova platform. This article documents the history, construction, testing and first application of this amazing vessel as well as plans for its use in the Gulf of Mexico and the North Sea yet this year and in 1989. The M-7000's principal advantage is the heavy lift capability offered by the bow-mounted twin cranes designed by American Hoist and Derrick Co. Each crane can lift 7000 mt at a 41. 5-m radius, or 7000 mt revolving at 40-m radius.","MICOPERI 7000: THE WORLD'S LARGEST SSCV GOES TO WORK.",NULL,True,"1988"
"85078010553","The hydropower production, water supply and aquaculture services of the Itaparica Reservoir are of immense importance for the Brazilian Northeast. Uncontrolled water resources consumption (e.g. irrigation, water supply), climate and land use change effects deteriorated the water quantity and quality in the reservoir, leading to socio-economic and environmental problems. In this work, a depth-averaged shallow water model was set up for the Icó-Mandantes Bay, one major branch of the reservoir, using the open TELEMAC-MASCARET system. The aim was to assess the impacts of the newly built water diversion channel, as well as the effects of a flood and tracer transport from an intermittent tributary, both located in the bay. An alternative approach to estimate the water retention times was additionally implemented. The simulations showed that though the diversion channel did not significantly influence the hydrodynamics of the bay, it is necessary to continuously monitor water quality parameters in the withdrawal, especially during rainy periods after droughts, because of the nutrient inputs from the tributary and the overflows of the nearby drainage systems. Management measures adapting to the continuously changing natural conditions and anthropogenic impacts are thus indispensable and the model presented can be a valuable supporting tool for this purpose. © IWA Publishing 2019 Jo.","Modeling the impacts of climate extremes and multiple water uses to support water management in the Icó-Mandantes Bay, Northeast Brazil","IWA Publishing",True,"2019"
"33746039693","This work presents a column generation baaed heuristic algorithm for the problem of planning the flights of helicopters to attend transport requests among airports in the continent and offshore platforms on the Campos basin for the Brazilian State Oil Company (Petrobras). We start from a previous MIP based heuristic for this Helicopter Routing Problem and add column generation procedures that improve the solution quality. This is done by extending the earlier formulation and providing an algorithm to find optimal passenger allocation to fixed helicopter routes. A post optimization procedure completes the resulting algorithm, which is more stable and allows consistently finding solutions that improve the safety and the cost of the one done by the oil company experts. © Springer-Verlag Berlin Heidelberg 2006.","Column generation based heuristic for a helicopter routing problem","Springer Verlag",True,"2006"
"77955388680","The lastest discoveries of oil and gas reserves in the Brazilian offshore area present new challenges on gas transportation due to their location, far away from the coast. For these new scenarios, Floating Liquefied Natural Gas (FLNG) units may be a good solution for a natural gas volume production around 2.5 MTPA. It is worth saying that this technology hasn't been proved yet. So, there are many challenges to overcome to turn the FLNG into an economically and technically feasible solution for these new scenarios. One of the main challenges for establishing a LNG (liquefied natural gas) offshore unit is the definition of the liquefaction process technology to be used. Characteristics such as motion effects, footprint, robustness, operational flexibility and asiness, safety, maintenance and availability must be considered when the main differences between the processes are being identified. Depending on the capacity to be attended, liquefaction processes may use hydrocarbon refrigerant mixtures or inert refrigerant fluids. Due to the environmental conditions in Brazilian waters, side-by-side offloading operations are not possible, as the operational availability would not be large enough. Therefore, LNG offloading would only be achieved through the tandem operational mode. Since the technology available for this kind of operation uses aerial hoses, it will be necessary to provide a bow loading system (BLS) installed on the LNG carrier and also a dynamic positioning system (DP) may be needed for an accurate control of the positioning and maintenance of a relative heading. The study indicates that the cargo containment system (CCS) should fulfill some constraints: let free upper deck area for topsides facilities; withstand any partial filling condition (sloshing impacts); have a good track record; and its configuration should allow inspection and maintenance in the offshore environment. This paper reports the Petrobras findings on the evaluating of the FLNG technology. Petrobras considers the FLNG unit an attractive option for its scenario, although many sub-systems still present important challenges in order to achieve a good overall performance. The choice of the best technology for each sub-system is still on-going, aiming the largest reliability and the minimum cost possible. Copynght 2010, Offshore Technology Conference.","Evaluation of a floating liquefied natural gas for Brazilian scenarios",NULL,True,"2010"
"84893407222","The acoustic patterns variation can be used to understand the sediment distribution extrapolating the information to places where is not possible to take any sample. Many authors already use this integrated method to investigate interest areas in, both, commercial and scientific aspect. In this direction the current study initiated in 2009 in the frame of the Geochemistry Network PETROBRAS/CENPES, aims to track the quaternary evolution of a muddy bank situated at the coastal western boundary upwelling system (WBUS) off Cabo Frio (23oS) in the Atlantic Ocean. The WBUS is located at the north coast of the Rio de Janeiro State, Brazil. Here the coastline orientation differs from the default East-West direction of the Brazilian coast, concomitant with the boundary of the Campos and Santos Basins, the most important oil and gas basins of the country. The upwelling phenomenon occurs due to constant northeast winds. The same winds combined with the Northeast-Southwest coastline orientation also promote a curl confluence making the environment even more complex. Seismic data was acquired in cruises on board the RV Ocean Survey. Altogether 680 km was covered by a 3.5 KHz sub-bottom using the Geopulse Geoacustic System. Further, four piston cores were collected to be scan and described in physic parameters and sedimentological content, respectively. The scan was performed using a Geotek Multi Sensor Core Logger (MSCL), which measure and register the Vp, gamma density and porosity of the core. After the scan, the cores were sample and analyzed on sedimentological grain size distribution determined by a Cilas 1064 laser analyzer. The results were integrated in order to identify common trends. Three major echo-characters were described in seismic records. Grain size analysis presented a good relationship with these echos. Echo A) Transparent, represented by a sharp bottom reflector with no sub-bottom reflectors scatter of a transparent layer mapped in seismic records. The grain size distribution is more balanced with a slight higher content of sands (55 %) in the correspondent core. Echo B) Stratified described as a series of parallel sub-bottom horizons, its percentage of clays is the highest of the three cores (77 %). The last echo, C) Reflexive, is a prolonged echo with one or none sub-bottom reflector. This echo is related to the highest percentage of sands of the three cores (61%). The sediment analysis was extrapolated all over the echo-characters extension to understand the transport regime over the area. This criteria, allied to isopach map, made possible to recognize three distinct zones inside the muddy accumulation. © 2013 IEEE.","Echo-character identification and grain size analysis of the upwelling system of Cabo Frio, RJ","IEEE Computer Society",True,"2013"
"80052571318","The application of the recent technique of creating lateral tunnels by acid jetting into the formation has been a topic of discussion in Petrobras because it is a reliable, fast an economic way to increase the well productivity index in complex geology carbonate reservoirs. In order to evaluate this technology, a pioneer intervention was carried out in the Garoupa field on a typical offshore well in Brazil. The objective was to simultaneously increase oil production and decrease water cut, by creating lateral tunnels at specific points in the well open hole section. The number of tunnels created as well as their positions were defined as a function of both, oil and water saturation profiles. Also mineralogical and geomechanical analysis were conducted as well as rock dissolution on different hydrochloric acid concentrations, in order to determine tunnel perforation rate and hole stability, The application of this technology has generated important incomes to the oil operator and the same technique could be also applied on other different scenarios. This paper illustrates the process from selecting the well candidate, premilary laboratory tests, treatment designs and field operation to after treatment well production results. Copyright 2011, Society of Petroleum Engineers.","Construction project for the first dendritic well offshore in Brazil","Society of Petroleum Engineers",True,"2011"
"85009433339","The Piúma lineament, located in the Southern Espírito Santo State, Brazil, is one of the most prominent linear morphostructural features of the northern Mantiqueira Province. The lineament stands out in satellite images and topographic maps, extending for about 70 km in a N50°W direction, between the towns of Iconha and Conceição do Castelo (Espírito Santo). In order to investigate the nature and role played by the Piúma lineament in the tectonic evolution of the Mantiqueira Province and adjacent Campos Basin, we carried out a detailed structural analysis based on fieldwork, as well as geophysical data processing and interpretation. The results we obtained indicate that the Piúma lineament is a brittle shear zone characterized by N50W-trending and SW-dipping shear fractures, faults and joints. These structures record two distinct and incompatible motions, thereby recording the operation of two tectonic regimes: NNE-SSW extension and E-W transtension. Comparing our results with the literature on the Southeastern Brazilian Continental Margin, we conclude that the Piúma lineament more likely developed after the Ediacaran Brasiliano orogenic event in response to an NNE-SSW extension, experiencing later a reactivation as normal dextral to dextral transtensional zone, probably in connection with the South Atlantic rifting in the Lower Cretaceous.","The Piúma lineament, southern Espirito Santo: Structural expression and tectonic significance","Sociedade Brasileira de Geologia",True,"2016"
"85072725932","This study, firstly, provides an up-to-date global review of the potential, technologies, prototypes, installed capacities, and projects related to ocean renewable energy including wave, tidal, and thermal, and salinity gradient sources. Secondly, as a case study, we present a preliminary assessment of the wave, ocean current, and thermal gradient sources along the Brazilian coastline. The global status of the technological maturity of the projects, their different stages of development, and the current global installed capacity for different sources indicate the most promising technologies considering the trend of global interest. In Brazil, despite the extensive coastline and the fact that almost 82% of the Brazilian electricity matrix is renewable, ocean renewable energy resources are still unexplored. The results, using oceanographic fields produced by numerical models, show the significant potential of ocean thermal and wave energy sources in the northern and southern regions of the Brazilian coast, which could contribute as complementary supply sources in the national electricity matrix. © 2019 by the authors.","Ocean renewable energy potential, technology, and deployments: A case study of Brazil","MDPI AG",True,"2019"
"85101031678","Many sedimentary basins host thick evaporite (salt) deposits. Some of these basins also host extensive igneous intrusion networks. It thus seems inevitable that, in some locations, magma will interact with salt. Yet how interaction between these materials may influence salt tectonics or magma emplacement, particularly at the basin-scale, remains poorly understood. We use 3D seismic reflection data from the Santos Basin, offshore Brazil to image 38 igneous intrusions spatially related to thick Aptian salt. Based on identified seismic–stratigraphic relationships, we suggest sill emplacement likely occurred during the late Albian-to-Santonian. We show intra-salt sills are geometrically similar to but laterally offset from supra-salt sills. We suggest ascending magma was arrested by the salt in some areas, but not others, perhaps due to differences in evaporite lithology. Our mapping also reveals most sills occur within and above the presalt Merluza Graben, an area characterized by Albian-to-Neogene, salt-detached extension. In adjacent areas, where there are few intrusions, salt deformation was driven by post-Santonian diapir rise. We suggest emplacement of hot magma within evaporites above the Merluza Graben enhanced Albian-to-Santonian salt movement, but that crystallization of the intrusion network restricted post-Santonian diapirism. Our work indicates salt–magma interaction can influence salt tectonics, as well as the distribution of magma plumbing systems, and thus could impact basin evolution. © 2021 The Authors. Basin Research published by International Association of Sedimentologists and European Association of Geoscientists and Engineers and John Wiley & Sons Ltd.","Salt–magma interactions influence intrusion distribution and salt tectonics in the Santos Basin, offshore Brazil","Blackwell Publishing Ltd",True,"2021"
"85085773745","CO2-WAG (Water-Alternating-Gas) has been applied in offshore Brazilian oilfields to improve recovery rates and mitigate the environmental impact that venting produced CO2 would bring. Although CO2 is highly miscible in oil under these reservoirs conditions, this gas is also extremely mobile, and its speciation in the aqueous phase drives reactions with carbonates that can cause severe inorganic scaling problems in production systems. It is crucial, therefore, to effectively design CO2-WAG operations for mobility control and, consequently, enhance reservoir performance, CO2 utilization and flow assurance. This paper addresses the design optimization of coupled CO2-EOR and storage operations applied to the Brazilian Pre-salt offshore context (reservoir properties, infrastructure, regulatory framework and economic characteristics), examining the trade-offs of project profitability, CO2 utilization and calcite scale risk. Several compositional simulations of miscible WAG scenarios were performed and key design parameters were optimized using statistical sampling and evolutionary algorithms. Aqueous and mineral reactions were included in the calculations, allowing us to quantify the calcite mass that can potentially deposit in the perforations and production system. The results showed how optimizing WAG operations can significantly improve the economics and the scale management of oil production from carbonate reservoirs. The optimal WAG design greatly increased incremental NPV per volume of CO2 stored and reduced calcite scale risk by simply rearranging the WAG slugs in a tapered manner. Here we demonstrate that this methodology can be used to determine how to recycle CO2 in a given field for better economics and lower carbon footprint, doing so without triggering calcite mineral deposition to the point of permanent jeopardy of production wells and facilities operability. Therefore, the workflow integrates critical challenges that are correlated, yet often addressed independently, supporting the complex decision-making of CO2-EOR operational design in carbonate reservoirs. © 2019, Offshore Technology Conference","Optimization of CO2-WAG and calcite scale management in pre-salt carbonate reservoirs","Offshore Technology Conference",True,"2020"
"85055027444","In order to comply with ANP / INMETRO No. 1 regulations, Petrobras undertook a project to install fiscal flow meters on its gas pipelines located on its Marlin Asset platforms in the Campos Basin. However, meter installation required 15 days of shutdown on each platform, which would reduce production rates. A technology was needed to minimize shutdown time and maximize revenues; Petrobras selected Hot Tapping and Plugging with a Bypass arrangement. Hot Tapping and Plugging with Bypass procedures isolates a section of the pipe through the installation of temporary STOPPLES that are inserted into the pipe through hot taps made on in-line welded fittings. Using distinct fittings upstream and downstream of the section, it was possible to install a by-pass that allows the normal pipeline flow to remain uninterupted. This procedure allowed the installation of the flow meters on the gas lines and flare lines of 6 Marlin asset platforms on the Campos Basin with no shutdown between February and October 2006. The project lasted for a full year and included planning, engineering design, preliminary inspection, fittings in-line welding, hot tapping and plugging and the installation of 27 flow meters. No production time was lost. A technology taskforce was formed to develop and approve the STOPPLE procedure, since no previous Petrobras standard existed prior to this project. All safety and technical issues were studied and developed to comply with Petrobras safety and quality standards. Through the use of Hot Tapping and Plugging with Bypass technology Petrobras reduced planned shutdown on 6 platforms by 35 days. © 2009 Offshore Mediterranean Conference. All rights reserved.","Substitution and installation of flow meters in offshore platforms maintaining production flows","Offshore Mediterranean Conference (OMC)",True,"2009"
"52849106027","This paper presents the importance of deep water scenario for Brazil, the PETROBRAS Deep and Ultra-Deep Water R&D Program (PROCAP-2000) and the candidate fields for the deployment of subsea innovative boosting technologies (ESPS - electrical submersible pump in subsea wells, SSS - subsea separation systems and SBMS - subsea multiphase flow pumping system) as well as the problems associated with the flow assurance in such conditions. The impact of those innovative systems, their technological stage and remaining demands to make them available for deployment in offshore subsea areas, mainly in giant deepwater fields, are discussed and predicted. © 1995, Offshore Technology Conference.","Subsea innovative boosting technologies on deep water scenarios - Impacts and demands","Offshore Technology Conference",True,"1995"
"85104631395","The Pará-Maranhão/Barreirinhas margin, North Brazil, is a pull-apart passive margin, with two strike-slip borders, formed during the opening of the Equatorial Atlantic Ocean during Cretaceous time. Its geometry and evolution are speculative due to the lack of information on the crustal structure and the crustal nature. We present here the E-W profiles of the MAGIC (Margins of brAzil, Ghana and Ivory Coast) deep seismic experiment, a joint project between French and Brazilian universities, research institutes and the industry. Fifty-six Ocean Bottom Seismometers (OBS) and a 4.5 seismic streamer were deployed at sea along 2 of the 5 MAGIC profiles. One profile was extended onshore by installing 8 land stations. We perform forward modelling through combined interpretation of the multichannel seismic and of the main reflected and refracted of these phases recorded by the OBSs. The final P-wave velocity models reveal distinct structural domains from onshore Brazil towards the Atlantic Ocean characterized by variations of the crustal thicknesses and velocities: (1) an unthinned continental crust below the São Luís Craton, where the crust is 33 km thick, (2) a 60 km wide necking domain below the Ilha de Santana Platform; (3) offshore, east of the continental slope, a 10 km-thick deep sedimentary basin underlain by a 5 km thick crust with velocity of 6.2–6.9 km/s that we interpret as an exhumed lower continental crust, on the top of an Anomalous Velocity Layer (AVL) probably made of intrusions of mantle-derived melts into the lower continental crust, or a mixture of them; (4) eastwards, the limit of the previous domain is marked by NW-SE aligned volcanoes and the disappearance of the AVL. The sedimentary succession becomes thinner (6 km) overlaying a proto-oceanic crust characterized by seismic velocities higher than “normal” oceanic crust in its upper part, but in continuity with the velocity described in the previous domain; (5) followed by a more characteristic but thin oceanic crust. The middle/lower continental crust seems not only to have a crucial role in the genesis of the passive margin but also to be involved in the genesis of the first oceanic crust. The passage to a typical oceanic crust seems to have occurred progressively by steps: first in the deeper layer by the setup of more and more intrusions of mantle-derived melts at the base of the crust or mixture of exhumed lower crust and mantle, producing a domain of proto-oceanic crust, then by the emplacement of an upper 1-2 km-thick layer with typical oceanic characteristics. © 2021","Deep structure of the Pará-Maranhão/Barreirinhas passive margin in the equatorial Atlantic (NE Brazil)","Elsevier Ltd",True,"2021"
"85061823653","Acoustic monitoring in oceans has grown greatly for several purposes. To meet the needs of an acoustic monitoring program of Petrobras, a Brazilian oil exploration company, an acoustic recorder was developed, called SAASS, an autonomous system for the acquisition of submarine signals. This development had as main goal, the development period and its cost, besides of course, technical requirements for that application. This work has become a very promising experience since it also allowed researches in the area of hydrophone development and acoustic signal analysis methodology. This article will describe the most relevant aspects of the development of SAASS and main strategies adopted to achieve the established objectives of Petrobras program. © 2018 IEEE.","Development and characterization of an autonomous underwater acoustic recording system","Institute of Electrical and Electronics Engineers Inc.",True,"2019"
"84897408330","WithPre-salt area being a massive new offshore oil frontier, there is a high demand for deepwater floaters for both drilling and production. There are some unique challenges related to the ultra-deepwater (water depth beyond 1500m) and the Brazilian environment for the pre-salt area. Various floater concepts have been evaluated with specific focus for Offshore Brazil applications. This paper provides an overview of the current technology related to dry tree solutions as well as discussion of the pros and cons of various concepts. The paper also discusses some new concepts emerging in the industry attractive for Offshore Brazil. A dry tree solution has the advantage of direct access into reservoirs from the floaters. This allows the operators to drill, complete and workover the well directly from the same hosting unit. The result could be increased reserves and productions in Offshore Brazil as well as significant cost reduction. Proper validation of the concepts and technology qualification of all the systems/components associated with novel technology, establish the basis for a safe and successful project implementation while reducing potential risk to personnel, environment and property. DNV has established processes to systematically evaluate new concepts and new technologies, e.g. Approval in Principle (AiP) and Technology Qualification (TQ). A brief introduction to these processes is included in the paper and how they support the development of these new concepts. Copyright 2013, Offshore Technology Conference.","Dry tree solutions for ultra-deepwater in Offshore Brazil","Offshore Technology Conference",True,"2013"
"85085773731","During the last years, a lot of work have been done focusing on development of low shear valves solutions to be applied on petroleum primary process plants. The main goal of the low shear valve is to generate water-in-oil (WiO) and oil-in-water (OiW) emulsions that can be easier treated by the separation process, when compared with emulsion generated by conventional valves. This paper presents experimental results of a comparison between a commercial low shear valve and a conventional valve. Both valves were installedin parallel on a test loop and the fluids used for all test matrix points were potable water mixed with Petrobras Marlim Crude Oil. The test matrix includes variation of differential pressure on valves, flowrates and concentration of water/oil. Samples were collected downstream of both valves and led to settle into several residence times. The degree of contamination of both phases were analyzed for all residence times. The benefit of the application of low shear valve was quantified for all test conditions and the results were very promissory. The pressure drops across valves were selected considering typical values observed at Petrobras choke valves and control level valves. For almost all test matrix's points the emulsion generated by the low shear valve showed at least a slight benefit, allowing have better water quality after settling. The low shear valve solution showed to be a promissory technology but the magnitude of the benefit is very influenced by valve process operation conditions. © 2019, Offshore Technology Conference","Test results of a comparison between a conventional and low shear valve and its effect on water/oil separation","Offshore Technology Conference",True,"2020"
"33646452775","The Petroleo Brasileiro SA (Petrobras), a state-owned oil company utilizes its floating production storage and offloading (FPSO) P-50 vessel to 16 production wells at the Albacora Laste field in Campos basin. FPSO symbolizes Brazil's plans to reach oil self-sufficiency by mid-2006. The FPSO will process oil pumped from the field 150 km off Rio de Janeiro and each peak production of 180,000 b/d by August, which represents around 10% of Brazil's crude oil output. The P-50 will also be able to handle 6M cu m/day of natural gas. The P-50 and P-34, also an FPSO, are to begin processing 20,000 b/d of oil at Jubarte field. They will raise national production to 1.9M b/d in 2006, surpassing domestic needs and making Brazil reach oil self-sufficiency.","Technology keys Brazil's drive to oil self-sufficiency",NULL,True,"2006"
